minfd,minfddesc,majfd,majfddesc,Coded unit,fdgp,fd gp description
34101,SOFT DRINKS UNCONCENTRATED,341,SOFT DRINKS UNCONCENTRATED,floz,340341.0,SOFT DRINKS NOT LOW-CALORIE
34101,SOFT DRINKS UNCONCENTRATED,341,SOFT DRINKS UNCONCENTRATED,floz,340342.0,"TOTAL SOFT DRINKS, PRE 92"
34101,SOFT DRINKS UNCONCENTRATED,341,SOFT DRINKS UNCONCENTRATED,floz,340344.0,SOFT DRINKS
34201,SOFT DRINKS LOW CALORIE,342,SOFT DRINKS LOW CALORIE,floz,340342.0,"TOTAL SOFT DRINKS, PRE 92"
34201,SOFT DRINKS LOW CALORIE,342,SOFT DRINKS LOW CALORIE,floz,340344.0,SOFT DRINKS
34301,LOW CALORIE SOFT DRINKS CONCENTRATED,343,LOW CALORIE SOFT DRINKS CONCENTRATED,floz,340344.0,SOFT DRINKS
34301,LOW CALORIE SOFT DRINKS CONCENTRATED,343,LOW CALORIE SOFT DRINKS CONCENTRATED,floz,343344.0,SOFT DRINKS LOW-CALORIE
34401,LOW CALORIE SOFT DRINKS UNCONCENTRATED,344,LOW CALORIE SOFT DRINKS UNCONCENTRATED,floz,340344.0,SOFT DRINKS
34401,LOW CALORIE SOFT DRINKS UNCONCENTRATED,344,LOW CALORIE SOFT DRINKS UNCONCENTRATED,floz,343344.0,SOFT DRINKS LOW-CALORIE
35001,SOLID CHOCOLATE,350,SOLID CHOCOLATE,g,350351.0,CHOCOLATE CONFECTIONERY
35001,SOLID CHOCOLATE,350,SOLID CHOCOLATE,g,350354.0,CONFECTIONERY
35101,CHOCOLATE COATED FILLED BAR/SWEETS,351,CHOCOLATE COATED FILLED BAR/SWEETS,g,350351.0,CHOCOLATE CONFECTIONERY
35101,CHOCOLATE COATED FILLED BAR/SWEETS,351,CHOCOLATE COATED FILLED BAR/SWEETS,g,350354.0,CONFECTIONERY
35201,CHEWING GUM,352,CHEWING GUM,g,350354.0,CONFECTIONERY
35201,CHEWING GUM,352,CHEWING GUM,g,352354.0,CONFECTIONERY (EXC.CHOCOLATE)
35301,HARD PRESSED MINTS,353,MINTS AND BOILED SWEETS,g,350354.0,CONFECTIONERY
35301,HARD PRESSED MINTS,353,MINTS AND BOILED SWEETS,g,352354.0,CONFECTIONERY (EXC.CHOCOLATE)
35302,BOILED SWEETS,353,MINTS AND BOILED SWEETS,g,350354.0,CONFECTIONERY
35302,BOILED SWEETS,353,MINTS AND BOILED SWEETS,g,352354.0,CONFECTIONERY (EXC.CHOCOLATE)
35401,"FUDGE, TOFFEES, CARAMELS",354,"FUDGE, TOFFEES, CARAMELS",g,350354.0,CONFECTIONERY
35401,"FUDGE, TOFFEES, CARAMELS",354,"FUDGE, TOFFEES, CARAMELS",g,352354.0,CONFECTIONERY (EXC.CHOCOLATE)
38001,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",380,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",cl,380382.0,BEER AND LAGER
38001,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",380,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",cl,380383.0,"BEER, LAGER, CIDER AND PERRY"
38001,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",380,"LOW ALCOHOL BEERS, LAGERS AND CIDERS",cl,380389.0,ALCOHOLIC DRINKS
38101,BEERS,381,BEERS,cl,380382.0,BEER AND LAGER
38101,BEERS,381,BEERS,cl,380383.0,"BEER, LAGER, CIDER AND PERRY"
38101,BEERS,381,BEERS,cl,380389.0,ALCOHOLIC DRINKS
38201,LAGERS AND CONTINENTAL BEERS,382,LAGERS AND CONTINENTAL BEERS,cl,380382.0,BEER AND LAGER
38201,LAGERS AND CONTINENTAL BEERS,382,LAGERS AND CONTINENTAL BEERS,cl,380383.0,"BEER, LAGER, CIDER AND PERRY"
38201,LAGERS AND CONTINENTAL BEERS,382,LAGERS AND CONTINENTAL BEERS,cl,380389.0,ALCOHOLIC DRINKS
38301,CIDERS AND PERRY,383,CIDERS AND PERRY,cl,380383.0,"BEER, LAGER, CIDER AND PERRY"
38301,CIDERS AND PERRY,383,CIDERS AND PERRY,cl,380389.0,ALCOHOLIC DRINKS
38401,WINE,384,WINE,cl,380389.0,ALCOHOLIC DRINKS
38401,WINE,384,WINE,cl,384388.0,"WINES, SPIRITS AND LIQUEURS"
38501,"LA WINE, WINE AND SPIRITS WITH ADDITIONS",385,"LA WINE, WINE AND SPIRITS WITH ADDITION",cl,380389.0,ALCOHOLIC DRINKS
38501,"LA WINE, WINE AND SPIRITS WITH ADDITIONS",385,"LA WINE, WINE AND SPIRITS WITH ADDITION",cl,384388.0,"WINES, SPIRITS AND LIQUEURS"
38601,FORTIFIED WINES,386,FORTIFIED WINES,cl,380389.0,ALCOHOLIC DRINKS
38601,FORTIFIED WINES,386,FORTIFIED WINES,cl,384388.0,"WINES, SPIRITS AND LIQUEURS"
38701,SPIRITS,387,SPIRITS,cl,380389.0,ALCOHOLIC DRINKS
38701,SPIRITS,387,SPIRITS,cl,384388.0,"WINES, SPIRITS AND LIQUEURS"
38801,LIQUEURS AND COCKTAILS,388,LIQUEURS,cl,380389.0,ALCOHOLIC DRINKS
38801,LIQUEURS AND COCKTAILS,388,LIQUEURS,cl,384388.0,"WINES, SPIRITS AND LIQUEURS"
38901,ALCOHOLIC CARBONATES,389,ALCOHOLIC CARBONATES,ml,380389.0,ALCOHOLIC DRINKS
38901,ALCOHOLIC CARBONATES,389,ALCOHOLIC CARBONATES,ml,389389.0,ALCOHOLIC CARBONATES
